"case","design_seed_id","stage","retry_id","seed","sharing"
"four_drug",9,"sa_move_shared",15,1976542858,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",16,1976542859,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",17,1976542860,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",18,1976542861,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",19,1976542862,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",20,1976542984,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",21,1976542985,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",22,1976542986,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",23,1976542987,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",24,1976542988,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",25,1976542989,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",26,1976542990,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",27,1976542991,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",28,1976542992,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",29,1976542993,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",30,1976543115,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",31,1976543116,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",32,1976543117,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",33,1976543118,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",34,1976543119,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",35,1976543120,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",36,1976543121,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",37,1976543122,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",38,1976543123,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",39,1976543124,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",40,1976543246,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",41,1976543247,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",42,1976543248,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",43,1976543249,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",44,1976543250,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",45,1976543251,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",46,1976543252,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",47,1976543253,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",48,1976543254,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",49,1976543255,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",9,"sa_move_shared",50,1976543377,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"initial_design_shared",0,1648494785,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",1,1648494786,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",2,1648494787,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",3,1648494788,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",4,1648494789,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",5,1648494790,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",6,1648494791,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",7,1648494792,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",8,1648494793,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",9,1648494794,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",10,1204453984,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",11,1204453985,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",12,1204453986,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",13,1204453987,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",14,1204453988,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",15,1204453989,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",16,1204453990,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",17,1204453991,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",18,1204453992,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",19,1204453993,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",20,1204454115,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",21,1204454116,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",22,1204454117,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",23,1204454118,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",24,1204454119,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",25,1204454120,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",26,1204454121,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",27,1204454122,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",28,1204454123,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",29,1204454124,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",30,1204454246,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",31,1204454247,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",32,1204454248,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",33,1204454249,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",34,1204454250,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",35,1204454251,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",36,1204454252,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",37,1204454253,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",38,1204454254,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",39,1204454255,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",40,1204454377,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",41,1204454378,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",42,1204454379,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",43,1204454380,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",44,1204454381,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",45,1204454382,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",46,1204454383,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",47,1204454384,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",48,1204454385,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",49,1204454386,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"initial_design_shared",50,1204454508,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",10,"sa_move_shared",0,1859241039,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",1,1859241040,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",2,1859241041,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",3,1859241042,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",4,1859241043,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",5,1859241044,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",6,1859241045,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",7,1859241046,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",8,1859241047,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",9,1859241048,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",10,894926081,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",11,894926082,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",12,894926083,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",13,894926084,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",14,894926085,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",15,894926086,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",16,894926087,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",17,894926088,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",18,894926089,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",19,894926090,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",20,894926212,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",21,894926213,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",22,894926214,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",23,894926215,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",24,894926216,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",25,894926217,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",26,894926218,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",27,894926219,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",28,894926220,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",29,894926221,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",30,894926343,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",31,894926344,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",32,894926345,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",33,894926346,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",34,894926347,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",35,894926348,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",36,894926349,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",37,894926350,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",38,894926351,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",39,894926352,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",40,894926474,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",41,894926475,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",42,894926476,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",43,894926477,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",44,894926478,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",45,894926479,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",46,894926480,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",47,894926481,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",48,894926482,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",49,894926483,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",10,"sa_move_shared",50,894926605,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",11,"initial_design_shared",0,873791338,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",1,873791339,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",2,873791340,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",3,873791341,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",4,873791342,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",5,873791343,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",6,873791344,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",7,873791345,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",8,873791346,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",9,873791347,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",10,650032990,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",11,650032991,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",12,650032992,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",13,650032993,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",14,650032994,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",15,650032995,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",16,650032996,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",17,650032997,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",18,650032998,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",19,650032999,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",20,650033121,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",21,650033122,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",22,650033123,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",23,650033124,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",24,650033125,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",25,650033126,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",26,650033127,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",27,650033128,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",28,650033129,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",29,650033130,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",30,650033252,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",31,650033253,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",32,650033254,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",33,650033255,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",34,650033256,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",35,650033257,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",36,650033258,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",37,650033259,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",38,650033260,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",39,650033261,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",40,650033383,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",41,650033384,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",42,650033385,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",43,650033386,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",44,650033387,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",45,650033388,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",46,650033389,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",47,650033390,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",48,650033391,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",49,650033392,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"initial_design_shared",50,650033514,"shared by rank-conditioned SRS and the two unrestricted geometry searches in the paper subset; first full-rank draw is used"
"four_drug",11,"sa_move_shared",0,1772890349,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",11,"sa_move_shared",1,1772890350,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",11,"sa_move_shared",2,1772890351,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",11,"sa_move_shared",3,1772890352,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",11,"sa_move_shared",4,1772890353,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",11,"sa_move_shared",5,1772890354,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",11,"sa_move_shared",6,1772890355,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",11,"sa_move_shared",7,1772890356,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",11,"sa_move_shared",8,1772890357,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",11,"sa_move_shared",9,1772890358,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",11,"sa_move_shared",10,320403836,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",11,"sa_move_shared",11,320403837,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",11,"sa_move_shared",12,320403838,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",11,"sa_move_shared",13,320403839,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",11,"sa_move_shared",14,320403840,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",11,"sa_move_shared",15,320403841,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",11,"sa_move_shared",16,320403842,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
"four_drug",11,"sa_move_shared",17,320403843,"retry 0 is paired across unrestricted Hamming and position-L2; later deterministic retries are used only after a rank failure"
